575, 187, 176, 1, 2.594457
575, 177, 168, 1, 3.358317
575, 671, 639, 3, 4.739314
575, 185, 175, 1, 4.238478
575, 747, 696, 5, 5.669644
575, 7635, 7125, 52, 6.793969
575, 2508, 2339, 17, 10.435545
575, 1373, 1321, 5, 2.626926
575, 185, 175, 1, 1.687360
575, 4334, 4066, 27, 6.627772
575, 245, 235, 1, 6.202864
575, 174, 165, 1, 3.964141
575, 1973, 1868, 10, 5.623073
575, 277, 266, 1, 1.568139
575, 935, 886, 5, 4.472297
575, 186, 176, 1, 6.705498
575, 5029, 4693, 34, 7.492283
575, 3288, 3064, 22, 4.220828
575, 413, 383, 2, 4.436078
575, 740, 708, 3, 8.433496
575, 4462, 4176, 29, 5.411097
575, 7622, 7115, 51, 4.063717
575, 4789, 4472, 32, 5.599997
575, 2276, 2163, 11, 5.480730
575, 753, 710, 4, 8.188842
575, 175, 165, 1, 5.449671
575, 905, 845, 6, 7.189363
575, 1052, 983, 7, 4.231071
575, 941, 893, 5, 6.507919
575, 2557, 2391, 17, 3.173574
575, 1148, 1086, 6, 3.078223
575, 5230, 4901, 33, 4.515298
575, 758, 717, 4, 5.101283
575, 186, 177, 1, 2.725396
575, 1797, 1677, 12, 5.523799
575, 465, 443, 2, 6.443460
575, 3645, 3406, 24, 6.840873
575, 4178, 3909, 27, 4.249586
575, 7926, 7401, 52, 5.513650
575, 1824, 1704, 12, 6.939346
575, 494, 473, 2, 7.282146
575, 2739, 2555, 18, 3.191416
575, 593, 553, 4, 4.084030
575, 2671, 2526, 15, 7.086398
575, 1333, 1263, 7, 5.629775
575, 6534, 6113, 42, 5.932079
575, 195, 185, 1, 5.068442
575, 379, 359, 2, 4.822288
575, 911, 851, 6, 3.928445
575, 317, 297, 2, 5.970605
575, 7379, 6911, 48, 5.411364
575, 277, 267, 1, 5.854704
575, 177, 167, 1, 2.912566
575, 308, 290, 2, 7.954385
575, 253, 243, 1, 6.062593
575, 1373, 1281, 9, 9.154239
575, 355, 335, 2, 1.361448
575, 720, 699, 2, 7.766627
575, 620, 579, 3, 4.831170
575, 998, 939, 6, 4.024587
575, 193, 182, 1, 2.665504
575, 3066, 2884, 18, 7.289793
575, 3028, 2838, 19, 5.636640
575, 2281, 2131, 15, 5.948981
575, 279, 271, 1, 4.381707
575, 561, 538, 2, 5.345258
575, 578, 549, 3, 4.729598
575, 381, 360, 2, 8.190832
575, 176, 167, 1, 3.844672
575, 1964, 1839, 13, 2.960714
575, 193, 184, 1, 6.730186
575, 1699, 1607, 9, 7.829700
575, 175, 165, 1, 6.094983
575, 351, 331, 2, 8.165413
575, 358, 337, 2, 5.496682
575, 593, 563, 3, 7.403162
575, 280, 269, 1, 7.200246
575, 572, 541, 3, 4.296484
575, 953, 890, 6, 4.469127
575, 357, 336, 2, 4.804300
575, 279, 268, 1, 8.274102
575, 249, 238, 1, 5.376079
575, 1986, 1886, 10, 6.646381
575, 584, 562, 2, 2.799300
575, 1241, 1179, 6, 4.267244
575, 188, 178, 1, 4.951849
575, 1356, 1284, 7, 5.368032
575, 178, 167, 1, 5.682192
575, 2893, 2722, 17, 4.117992
575, 386, 365, 2, 6.901366
575, 2545, 2411, 14, 9.358152
575, 4484, 4204, 28, 5.260324
575, 283, 271, 1, 2.812534
575, 6898, 6454, 45, 4.402329
575, 1958, 1829, 13, 3.942279
575, 1334, 1263, 7, 3.109672
575, 10398, 9718, 69, 0.538398
575, 178, 168, 1, 4.799167
575, 766, 726, 4, 5.671113
575, 4950, 4627, 32, 3.909402
575, 3965, 3699, 26, 5.561189
575, 195, 185, 1, 4.048262
575, 5043, 4750, 29, 9.645003
575, 298, 279, 2, 2.522817
575, 4087, 3831, 26, 8.099863
575, 579, 548, 3, 5.819187
575, 196, 186, 1, 2.163033
575, 249, 239, 1, -0.055873
575, 11143, 10424, 72, 0.324735
575, 6679, 6241, 44, 7.305066
575, 1517, 1414, 10, 1.715066
575, 188, 178, 1, 5.409008
575, 931, 881, 5, 3.213464
575, 585, 563, 2, 5.586531
575, 4562, 4287, 28, 2.208984
575, 1524, 1424, 10, 5.397130
575, 457, 431, 3, 2.983891
575, 2118, 1978, 14, 6.634124
575, 3921, 3665, 26, 10.210042
575, 3357, 3136, 22, 5.756175
575, 246, 235, 1, 5.392704
575, 182, 172, 1, 5.829016
575, 5438, 5079, 36, 6.105569
575, 372, 352, 2, 4.808757
575, 5302, 4949, 35, 7.775054
575, 765, 724, 4, 6.972882
575, 2227, 2146, 8, 2.478320
575, 762, 712, 5, 4.477997
575, 2738, 2558, 18, 6.724598
575, 5207, 4866, 34, 3.009027
575, 2114, 1977, 14, 7.027176
575, 481, 450, 3, 3.973411
575, 160, 150, 1, 2.193392
575, 637, 607, 3, 5.416200
575, 814, 782, 3, 4.381637
575, 1660, 1577, 8, 4.645368
575, 1719, 1626, 9, 8.157880
575, 382, 364, 2, 3.081651
575, 190, 180, 1, 4.887096
575, 693, 653, 4, 6.068173
575, 179, 169, 1, 6.622239
575, 150, 140, 1, 6.286533
575, 461, 442, 2, 7.889144
575, 2841, 2657, 18, 9.292105
575, 760, 724, 4, 3.955890
575, 4532, 4236, 30, 5.393209
575, 470, 452, 2, 3.709283
575, 370, 353, 2, 5.225652
575, 191, 181, 1, 3.624808
575, 5530, 5165, 36, 6.601466
575, 1275, 1198, 8, 1.126676
575, 189, 181, 1, 4.541663
575, 751, 710, 4, 3.285099
575, 613, 571, 4, 1.995370
575, 3043, 2846, 20, 3.334955
575, 758, 708, 5, 1.636026
575, 277, 267, 1, 3.338790
575, 2135, 2015, 12, 3.970020
575, 1080, 1019, 6, 2.363631
575, 151, 142, 1, 4.317013
575, 232, 222, 1, 3.398616
575, 748, 700, 5, 1.245187
575, 6012, 5623, 39, 6.305343
575, 1130, 1069, 6, 3.055849
575, 450, 423, 3, 4.098479
575, 248, 237, 1, 5.191289
575, 179, 169, 1, 7.091435
575, 3623, 3383, 24, 4.414707
575, 2146, 2008, 14, 0.976742
575, 909, 858, 5, 4.992459
575, 552, 532, 2, 5.790994
575, 876, 845, 3, 6.623153
575, 453, 424, 3, 7.557668
575, 534, 504, 3, 4.892956
575, 575, 541, 3, 0.681917
575, 2341, 2188, 15, 2.881270
575, 5812, 5433, 38, 6.279043
575, 7771, 7264, 51, 7.554275
575, 1812, 1693, 12, 5.235572
575, 864, 834, 3, 5.421840
575, 3692, 3451, 24, 2.581089
575, 1373, 1282, 9, 4.350870
575, 378, 359, 2, 6.267811
575, 1329, 1261, 7, 7.612007
575, 1311, 1241, 7, 3.725167
575, 194, 184, 1, 3.490773
575, 2030, 1905, 13, 5.820491
575, 487, 467, 2, 5.353806
575, 189, 180, 1, 3.285954
575, 705, 674, 3, 3.260799
575, 152, 142, 1, 3.051370
575, 183, 174, 1, 5.932328
575, 612, 572, 4, 6.056134
575, 403, 383, 2, 2.670987
575, 2638, 2497, 14, 4.948600
575, 177, 168, 1, 6.696632
575, 6118, 5720, 40, 4.341982
575, 1663, 1551, 11, 6.969530
575, 2127, 2018, 11, 4.307671
575, 2402, 2245, 16, 7.156344
575, 1697, 1634, 6, 3.415355
575, 188, 177, 1, 5.094980
575, 1671, 1561, 11, 4.173186
575, 3357, 3193, 17, 5.160896
575, 1042, 990, 5, 2.840771
575, 1061, 993, 7, 6.576887
575, 1580, 1520, 6, 5.958805
575, 5747, 5376, 37, 9.868105
575, 2268, 2119, 15, 5.158867
575, 1844, 1730, 12, 2.608435
575, 189, 179, 1, 3.971126
575, 571, 541, 3, 6.077088
575, 376, 355, 2, 4.003535
575, 2419, 2263, 16, 5.535075
575, 556, 533, 2, 1.282106
575, 1514, 1435, 8, 6.290848
575, 573, 543, 3, 5.890504
575, 150, 141, 1, 3.191157
575, 275, 263, 1, 4.695620
575, 3425, 3204, 22, 5.724802
575, 781, 740, 4, 5.010893
575, 3374, 3159, 21, 3.134421
575, 309, 289, 1, 6.456319
575, 178, 167, 1, 3.536143
575, 1220, 1141, 8, 4.059652
575, 1562, 1500, 7, 5.356323
575, 775, 735, 4, 4.059446
575, 274, 263, 1, 2.948685
575, 1723, 1612, 11, 5.563986
575, 755, 714, 4, 2.862745
575, 669, 645, 2, 7.713259
575, 173, 163, 1, 3.752150
575, 6404, 5990, 42, 7.935373
575, 527, 505, 2, 5.191496
575, 243, 233, 1, 3.643496
575, 755, 706, 5, 2.832077
575, 187, 178, 1, 3.331579
575, 863, 822, 4, 2.900474
575, 381, 360, 2, 1.620625
575, 602, 563, 4, 3.005507
575, 2472, 2310, 16, 7.253487
575, 353, 332, 2, 5.984787
575, 3516, 3287, 23, 6.912414
575, 146, 136, 1, 6.024686
575, 453, 423, 3, 5.442038
575, 2499, 2337, 16, 3.021051
575, 1922, 1830, 9, 5.626491
575, 196, 187, 1, 3.856855
575, 854, 811, 4, 6.108294
575, 190, 181, 1, 3.387999
575, 3452, 3225, 23, 3.808519
575, 357, 336, 2, 4.849111
575, 10523, 9833, 69, 3.970977
575, 149, 139, 1, 5.377260
575, 384, 363, 2, 3.631298
575, 4456, 4167, 29, 3.926898
575, 763, 723, 4, 6.787908
575, 570, 539, 3, 3.632417
575, 4031, 3772, 26, 4.528831
575, 4101, 3842, 26, 4.054830
575, 1140, 1083, 6, 2.710102
575, 4445, 4163, 28, 2.507953
575, 1058, 1006, 5, 4.651816
575, 451, 421, 3, 4.040140
575, 189, 180, 1, 5.378550
575, 1522, 1442, 8, 4.549658
575, 1591, 1492, 10, 4.632707
575, 309, 289, 1, 5.317763
575, 188, 178, 1, 0.963240
575, 194, 184, 1, 3.288892
575, 491, 470, 2, 6.701358
575, 3274, 3063, 21, 1.461439
575, 617, 595, 2, 5.626234
575, 1954, 1833, 12, 8.436525
575, 3474, 3243, 23, 0.715995
575, 359, 339, 2, 5.993338
575, 1354, 1263, 9, 5.320283
575, 305, 286, 2, 6.060812
575, 188, 179, 1, 1.968902
575, 352, 333, 2, 0.549126
575, 971, 929, 4, 3.789609
575, 970, 917, 5, 6.411458
575, 3876, 3630, 25, 4.477909
575, 1848, 1726, 12, 3.121465
575, 180, 170, 1, 5.749522
575, 188, 179, 1, 4.093813
575, 150, 140, 1, 7.630597
575, 1147, 1086, 6, 3.858412
575, 193, 184, 1, 5.936366
575, 769, 728, 4, 2.295297
575, 1738, 1670, 7, 6.080058
575, 3017, 2822, 19, 6.959484
575, 242, 232, 1, 5.193365
575, 8545, 8052, 48, 5.754887
575, 163, 152, 1, 9.549634
575, 597, 556, 4, 3.909431
575, 774, 734, 4, 3.093366
575, 441, 422, 2, 5.753106
575, 1072, 1000, 7, 6.510699
575, 5889, 5495, 39, 7.453978
575, 2853, 2670, 19, 5.988023
575, 233, 225, 1, 7.817446
575, 2611, 2439, 17, 3.668868
575, 5499, 5138, 36, 3.231262
575, 1236, 1154, 8, 3.436081
575, 414, 385, 2, 0.481021
575, 1275, 1204, 7, 5.463299
575, 4494, 4205, 29, 4.719625
575, 759, 709, 5, 5.137566
575, 456, 426, 3, 4.322042
575, 3681, 3446, 24, 7.357644
575, 149, 139, 1, 5.355148
575, 3187, 3039, 13, 7.021490
575, 199, 188, 1, 6.673198
575, 1368, 1279, 9, 3.919081
575, 7016, 6562, 46, 4.381199
575, 2425, 2265, 16, 3.964208
575, 1306, 1226, 8, 3.391371
575, 2774, 2594, 18, 6.851914
575, 3329, 3112, 22, 3.774527
575, 7004, 6547, 46, 3.976210
575, 3318, 3112, 21, 3.656166
575, 4392, 4108, 29, 4.549239
575, 302, 284, 2, 3.561455
575, 1062, 996, 7, 8.533234
575, 751, 705, 5, 6.088671
575, 4442, 4160, 27, 0.326338
575, 180, 170, 1, 6.676950
575, 791, 759, 3, 3.289117
575, 2171, 2032, 14, 3.604607
575, 706, 665, 4, 6.293895
575, 1347, 1256, 9, 6.363927
575, 1971, 1838, 13, 4.606230
575, 4160, 3976, 18, 7.081511
575, 2119, 1978, 14, 2.164029
575, 660, 629, 3, 4.283903
575, 248, 238, 1, 3.101432
575, 762, 723, 4, 3.486142
575, 152, 142, 1, 8.914606
575, 188, 178, 1, 6.146772
575, 1006, 956, 5, 4.827919
575, 703, 665, 4, 7.685558
575, 351, 331, 2, 5.170257
575, 3101, 2940, 16, 4.372453
575, 771, 731, 4, 1.068354
575, 929, 880, 5, 6.009940
575, 189, 179, 1, 6.943510
575, 2257, 2123, 13, 4.226337
575, 380, 359, 2, 7.695807
575, 276, 266, 1, 3.324791
575, 2112, 1972, 14, 7.996593
575, 147, 137, 1, 4.045357
575, 3817, 3565, 25, 1.996858
575, 965, 918, 5, 8.353194
575, 377, 357, 2, 7.069720
575, 206, 191, 1, 3.932299
575, 5426, 5080, 35, 4.255671
575, 1317, 1252, 6, 5.862701
575, 172, 162, 1, 5.240148
575, 3793, 3549, 25, 1.833947
575, 373, 352, 2, 5.026083
575, 758, 707, 5, 5.797660
575, 1338, 1267, 7, 5.256421
575, 816, 777, 4, 4.123454
575, 760, 717, 4, 4.509909
575, 1537, 1456, 8, 7.705473
575, 904, 843, 6, 7.522870
575, 197, 187, 1, 4.429962
575, 575, 545, 3, 6.598702
575, 385, 364, 2, 2.058485
575, 409, 380, 2, -1.261578
575, 192, 182, 1, 6.152021
575, 378, 357, 2, 5.355149
575, 305, 284, 2, 7.207419
575, 152, 142, 1, 4.396383
575, 568, 537, 3, 3.478134
575, 939, 898, 4, 2.190951
575, 2589, 2437, 15, 6.909846
575, 1382, 1310, 7, 1.708854
575, 188, 178, 1, 8.351784
575, 3854, 3608, 25, 8.010753
575, 185, 176, 1, 3.188719
575, 432, 414, 2, 3.008618
575, 453, 425, 3, 5.098678
575, 178, 167, 1, 5.874750
575, 2420, 2262, 16, 4.549384
575, 853, 813, 4, 5.928557
575, 1385, 1299, 9, 5.848677
575, 1966, 1892, 7, 3.956057
575, 357, 337, 2, 4.969439
575, 4322, 4044, 28, 3.883464
575, 5368, 5042, 34, 5.748641
575, 347, 327, 2, 4.206260
575, 5800, 5420, 38, 5.400239
575, 626, 581, 3, 7.631824
575, 1918, 1809, 11, 8.009538
575, 249, 238, 1, 0.609024
575, 1717, 1606, 11, 7.335350
575, 536, 506, 3, 7.309885
575, 567, 537, 3, 7.113072
575, 529, 499, 3, 7.665976
575, 604, 567, 4, 5.656602
575, 241, 230, 1, -0.379492
575, 1293, 1218, 8, 8.410167
575, 1871, 1801, 7, 7.071667
575, 6130, 5735, 40, 3.516592
575, 1363, 1274, 9, 6.723260
575, 5135, 4802, 34, -0.491286
575, 190, 181, 1, 3.629037
575, 5213, 4869, 34, 4.280935
575, 7608, 7108, 50, 6.320082
575, 904, 847, 6, 6.007968
575, 416, 386, 2, 4.581741
575, 250, 239, 1, 8.079994
575, 187, 176, 1, 4.214614
575, 567, 537, 3, 5.310157
575, 1428, 1368, 6, 3.917682
575, 1402, 1309, 9, 6.912472
575, 4811, 4524, 29, 6.369454
575, 11394, 10646, 75, 3.119544
575, 1847, 1756, 9, 4.852126
575, 192, 182, 1, 5.068179
575, 3683, 3447, 24, 1.153221
575, 1910, 1832, 8, 3.343231
575, 781, 741, 4, 4.953295
575, 580, 549, 3, 7.443865
